txn_id,checkout_dt,item_id,patron_id,checkout_location,loan_policy_days,collection,subject,due_dt,patron_group,risk_profile,renewal_count,return_dt,is_returned,is_late,late_days
T0014509,2024-09-30,I003559,P002478,Main,28,Book,Law,2024-10-28,Community,medium,0,2024-10-27,True,False,0.0
T0014510,2025-09-16,I002696,P002647,Main,28,Book,STEM,2025-10-14,Staff,low,0,2025-10-11,True,False,0.0
T0014511,2025-02-03,I001326,P000443,Main,28,Book,HSS,2025-03-03,Staff,low,1,2025-02-28,True,False,0.0
T0014512,2024-10-29,I003000,P002350,Main,7,DVD,Arts,2024-11-05,Undergrad,low,1,2024-11-02,True,False,0.0
T0014513,2024-05-24,I004191,P002893,Main,28,Book,Law,2024-06-21,Undergrad,high,1,2024-06-25,True,True,4.0
T0014514,2025-08-19,I000090,P000502,Main,28,Book,HSS,2025-09-16,Undergrad,medium,1,2025-09-15,True,False,0.0
T0014515,2025-04-03,I002355,P002198,Main,28,Book,HSS,2025-05-01,Faculty,low,2,2025-04-30,True,False,0.0
T0014516,2025-06-10,I001178,P000326,Main,28,Book,Business,2025-07-08,Faculty,medium,1,2025-07-09,True,True,1.0
T0014517,2024-11-19,I001536,P002977,Main,28,Book,Law,2024-12-17,Grad,low,1,2024-12-14,True,False,0.0
T0014518,2024-08-27,I001100,P002592,Main,28,Book,Medicine,2024-09-24,Community,medium,2,2024-09-22,True,False,0.0
T0014519,2025-06-14,I001734,P002256,Main,28,Book,Business,2025-07-12,Staff,medium,1,2025-07-11,True,False,0.0
T0014520,2024-03-02,I000596,P001532,Main,28,Book,HSS,2024-03-30,Undergrad,medium,1,2024-03-29,True,False,0.0
T0014521,2025-04-24,I003491,P002275,Main,28,Book,STEM,2025-05-22,Undergrad,low,0,2025-05-20,True,False,0.0
T0014522,2025-12-16,I001191,P000867,Main,28,Book,STEM,2026-01-13,Undergrad,medium,0,2026-01-11,True,False,0.0
T0014523,2025-08-31,I001504,P000977,Main,28,Book,HSS,2025-09-28,Undergrad,low,1,2025-09-26,True,False,0.0
T0014524,2025-06-23,I005939,P001683,Main,28,Book,HSS,2025-07-21,Staff,low,1,2025-07-19,True,False,0.0
T0014525,2024-11-22,I001317,P001923,Main,28,Book,HSS,2024-12-20,Undergrad,medium,0,2024-12-21,True,True,1.0
T0014526,2024-01-12,I004652,P000922,Main,28,Book,Business,2024-02-09,Undergrad,high,1,2024-02-09,True,False,0.0
T0014527,2025-12-22,I001816,P002088,Main,1,CourseReserve,STEM,2025-12-23,Undergrad,low,0,2025-12-20,True,False,0.0
T0014528,2025-11-09,I000593,P002911,Main,28,Book,STEM,2025-12-07,Undergrad,low,1,2025-12-05,True,False,0.0
T0014529,2024-12-30,I000409,P001585,Main,3,Laptop,STEM,2025-01-02,Undergrad,low,2,2024-12-31,True,False,0.0
T0014530,2025-05-14,I000963,P002743,Main,28,Book,Arts,2025-06-11,Faculty,medium,2,2025-06-10,True,False,0.0
T0014531,2025-02-12,I003622,P001616,Main,28,Book,HSS,2025-03-12,Faculty,low,2,2025-03-09,True,False,0.0
T0014532,2025-05-16,I000243,P001900,Main,3,Laptop,STEM,2025-05-19,Undergrad,medium,1,2025-05-17,True,False,0.0
T0014533,2024-02-08,I005264,P002602,Main,28,Book,STEM,2024-03-07,Undergrad,medium,0,2024-03-06,True,False,0.0
T0014534,2025-12-30,I000315,P000975,Main,7,DVD,HSS,2026-01-06,Community,medium,0,2026-01-06,True,False,0.0
T0014535,2025-08-09,I005034,P002223,Main,28,Book,Business,2025-09-06,Undergrad,high,1,2025-09-07,True,True,1.0
T0014536,2024-07-29,I005893,P000417,Main,28,Book,HSS,2024-08-26,Undergrad,low,0,2024-08-25,True,False,0.0
T0014537,2025-01-30,I005094,P000489,Main,28,Book,STEM,2025-02-27,Undergrad,low,2,2025-02-26,True,False,0.0
T0014538,2024-12-13,I005998,P002198,Main,28,Book,HSS,2025-01-10,Faculty,low,2,2025-01-09,True,False,0.0
T0014539,2024-09-26,I004997,P001698,Main,28,Book,Arts,2024-10-24,Undergrad,low,1,2024-10-21,True,False,0.0
T0014540,2024-11-21,I004417,P002100,Main,28,Book,Law,2024-12-19,Staff,low,1,2024-12-16,True,False,0.0
T0014541,2025-02-18,I003353,P002575,Main,3,Laptop,Medicine,2025-02-21,Undergrad,low,1,2025-02-18,True,False,0.0
T0014542,2025-01-08,I004705,P001211,Main,28,Book,HSS,2025-02-05,Grad,high,2,2025-02-05,True,False,0.0
T0014543,2025-09-16,I004483,P000312,Main,28,Book,Business,2025-10-14,Grad,medium,1,2025-10-12,True,False,0.0
T0014544,2024-03-26,I004871,P000396,Main,28,Book,HSS,2024-04-23,Undergrad,low,2,2024-04-20,True,False,0.0
T0014545,2024-02-09,I003141,P002553,Main,28,Book,STEM,2024-03-08,Faculty,low,1,2024-03-06,True,False,0.0
T0014546,2025-01-04,I001317,P000980,Main,28,Book,HSS,2025-02-01,Grad,low,0,2025-01-30,True,False,0.0
T0014547,2024-12-10,I001512,P002925,Main,28,Book,Arts,2025-01-07,Undergrad,low,0,2025-01-05,True,False,0.0
T0014548,2025-04-14,I002942,P002415,Main,28,Book,STEM,2025-05-12,Grad,low,0,2025-05-10,True,False,0.0
T0014549,2024-08-15,I005168,P001241,Main,28,Book,HSS,2024-09-12,Undergrad,low,1,2024-09-10,True,False,0.0
T0014550,2024-03-05,I002652,P002699,Main,28,Book,STEM,2024-04-02,Undergrad,medium,1,2024-04-01,True,False,0.0
T0014551,2025-08-25,I004845,P002102,Main,28,Book,HSS,2025-09-22,Grad,medium,1,2025-09-21,True,False,0.0
T0014552,2024-11-22,I000985,P002135,Main,28,Book,Medicine,2024-12-20,Grad,high,2,2024-12-22,True,True,2.0
T0014553,2024-04-07,I004175,P001827,Main,7,DVD,HSS,2024-04-14,Undergrad,medium,1,2024-04-12,True,False,0.0
T0014554,2025-12-02,I000251,P002850,Main,28,Book,STEM,2025-12-30,Undergrad,medium,0,2025-12-29,True,False,0.0
T0014555,2025-11-25,I003167,P000179,Main,1,CourseReserve,Medicine,2025-11-26,Undergrad,low,1,2025-11-23,True,False,0.0
T0014556,2024-04-26,I002723,P000737,Main,7,DVD,HSS,2024-05-03,Undergrad,low,0,2024-04-30,True,False,0.0
T0014557,2025-08-26,I005236,P001693,Main,28,Book,STEM,2025-09-23,Faculty,medium,1,2025-09-22,True,False,0.0
T0014558,2025-01-29,I000525,P000845,Main,7,DVD,HSS,2025-02-05,Undergrad,low,1,,False,False,0.0
T0014559,2024-08-20,I003091,P002341,Main,28,Book,STEM,2024-09-17,Undergrad,medium,0,2024-09-20,True,True,3.0
T0014560,2024-10-22,I003662,P002154,Main,28,Book,HSS,2024-11-19,Undergrad,medium,1,2024-11-22,True,True,3.0
T0014561,2025-12-08,I000372,P002284,Main,28,Book,STEM,2026-01-05,Grad,medium,2,2026-01-03,True,False,0.0
T0014562,2024-09-13,I004218,P002560,Main,28,Book,HSS,2024-10-11,Undergrad,high,1,2024-10-13,True,True,2.0
T0014563,2024-06-02,I005882,P000945,Main,28,Book,HSS,2024-06-30,Undergrad,low,0,2024-06-29,True,False,0.0
T0014564,2024-12-09,I000655,P000916,Main,28,Book,HSS,2025-01-06,Undergrad,low,1,2025-01-03,True,False,0.0
T0014565,2025-03-23,I001598,P002556,Main,28,Book,HSS,2025-04-20,Undergrad,low,1,2025-04-17,True,False,0.0
T0014566,2024-08-11,I004829,P002011,Main,28,Book,Medicine,2024-09-08,Faculty,high,2,2024-09-09,True,True,1.0
T0014567,2025-08-05,I000411,P001968,Main,28,Book,HSS,2025-09-02,Staff,low,0,2025-08-31,True,False,0.0
T0014568,2025-03-17,I001456,P000165,Main,1,CourseReserve,Arts,2025-03-18,Undergrad,low,1,2025-03-17,True,False,0.0
T0014569,2025-11-14,I003911,P000833,Main,28,Book,HSS,2025-12-12,Undergrad,low,1,2025-12-09,True,False,0.0
T0014570,2024-09-04,I001321,P000522,Main,28,Book,HSS,2024-10-02,Staff,high,1,2024-10-04,True,True,2.0
T0014571,2025-04-27,I003449,P001793,Main,28,Book,HSS,2025-05-25,Grad,high,2,2025-05-26,True,True,1.0
T0014572,2025-10-18,I001965,P001512,Main,28,Book,STEM,2025-11-15,Community,low,1,2025-11-12,True,False,0.0
T0014573,2024-01-04,I005541,P002930,Main,28,Book,Medicine,2024-02-01,Undergrad,medium,0,2024-01-31,True,False,0.0
T0014574,2024-12-27,I002991,P000633,Main,28,Book,HSS,2025-01-24,Undergrad,high,0,2025-01-25,True,True,1.0
T0014575,2025-02-08,I003424,P002047,Main,28,Book,STEM,2025-03-08,Undergrad,medium,1,2025-03-06,True,False,0.0
T0014576,2025-01-06,I003132,P001109,Main,7,DVD,Business,2025-01-13,Community,low,0,2025-01-10,True,False,0.0
T0014577,2024-08-16,I002788,P001846,Main,28,Book,Business,2024-09-13,Undergrad,medium,0,2024-09-13,True,False,0.0
T0014578,2024-03-05,I002451,P001493,Main,28,Book,Law,2024-04-02,Undergrad,low,1,2024-03-30,True,False,0.0
T0014579,2025-10-04,I000617,P002731,Main,28,Book,HSS,2025-11-01,Community,low,0,2025-10-29,True,False,0.0
T0014580,2025-01-07,I004188,P001601,Main,28,Book,Medicine,2025-02-04,Undergrad,low,0,2025-02-01,True,False,0.0
T0014581,2024-02-21,I002900,P001799,Main,28,Book,Arts,2024-03-20,Staff,low,0,2024-03-18,True,False,0.0
T0014582,2024-11-02,I005038,P002058,Main,1,CourseReserve,HSS,2024-11-03,Faculty,high,0,2024-11-07,True,True,4.0
T0014583,2024-05-11,I001128,P000146,Main,28,Book,HSS,2024-06-08,Grad,high,2,2024-06-09,True,True,1.0
T0014584,2024-08-29,I003480,P002554,Main,28,Book,HSS,2024-09-26,Staff,medium,1,2024-09-24,True,False,0.0
T0014585,2025-09-02,I002909,P000252,Main,28,Book,STEM,2025-09-30,Faculty,low,2,,False,False,0.0
T0014586,2025-01-14,I000270,P001421,Main,28,Book,Law,2025-02-11,Staff,medium,1,2025-02-08,True,False,0.0
T0014587,2024-06-26,I001947,P002923,Main,28,Book,Law,2024-07-24,Staff,medium,0,2024-07-21,True,False,0.0
T0014588,2025-08-29,I002040,P000151,Main,28,Book,Arts,2025-09-26,Undergrad,medium,1,2025-09-25,True,False,0.0
T0014589,2024-05-17,I000995,P000797,Main,28,Book,Arts,2024-06-14,Faculty,low,2,2024-06-11,True,False,0.0
T0014590,2024-09-02,I003448,P002893,Main,28,Book,Business,2024-09-30,Undergrad,high,0,2024-09-30,True,False,0.0
T0014591,2024-01-24,I002790,P001750,Main,1,CourseReserve,Law,2024-01-25,Undergrad,low,0,2024-01-23,True,False,0.0
T0014592,2025-12-03,I003637,P002610,Main,1,CourseReserve,Arts,2025-12-04,Grad,low,0,2025-12-01,True,False,0.0
T0014593,2024-11-07,I003473,P001047,Main,28,Book,Medicine,2024-12-05,Undergrad,high,1,2024-12-08,True,True,3.0
T0014594,2024-04-29,I001126,P001584,Main,28,Book,STEM,2024-05-27,Faculty,medium,2,2024-05-26,True,False,0.0
T0014595,2025-01-08,I002892,P002812,Main,28,Book,Medicine,2025-02-05,Undergrad,low,0,2025-02-02,True,False,0.0
T0014596,2024-03-16,I004223,P002469,Main,3,Laptop,Arts,2024-03-19,Grad,high,1,2024-03-22,True,True,3.0
T0014597,2025-10-26,I002436,P001852,Main,28,Book,HSS,2025-11-23,Grad,low,2,2025-11-23,True,False,0.0
T0014598,2024-02-13,I000845,P002304,Main,28,Book,Medicine,2024-03-12,Undergrad,low,2,2024-03-09,True,False,0.0
T0014599,2025-03-27,I004871,P001939,Main,28,Book,HSS,2025-04-24,Undergrad,medium,0,2025-04-24,True,False,0.0
T0014600,2025-10-21,I000180,P000153,Main,28,Book,HSS,2025-11-18,Undergrad,high,2,2025-11-18,True,False,0.0
T0014601,2024-07-09,I001589,P000300,Main,28,Book,STEM,2024-08-06,Undergrad,low,0,2024-08-05,True,False,0.0
T0014602,2024-03-11,I005989,P001861,Main,28,Book,Business,2024-04-08,Undergrad,low,1,2024-04-05,True,False,0.0
T0014603,2024-12-07,I004204,P001740,Main,1,CourseReserve,HSS,2024-12-08,Staff,low,0,2024-12-05,True,False,0.0
T0014604,2025-03-06,I000801,P002669,Main,28,Book,HSS,2025-04-03,Grad,low,1,2025-03-31,True,False,0.0
T0014605,2024-08-15,I001718,P002593,Main,28,Book,Arts,2024-09-12,Faculty,low,2,,False,False,0.0
T0014606,2024-09-07,I004854,P000882,Main,28,Book,Business,2024-10-05,Faculty,low,2,2024-10-02,True,False,0.0
T0014607,2025-04-09,I003855,P000037,Main,28,Book,Medicine,2025-05-07,Undergrad,low,1,2025-05-04,True,False,0.0
T0014608,2025-12-16,I005887,P002574,Main,28,Book,HSS,2026-01-13,Staff,low,0,2026-01-10,True,False,0.0
T0014609,2024-11-12,I000915,P001618,Main,28,Book,HSS,2024-12-10,Undergrad,low,1,2024-12-07,True,False,0.0
T0014610,2024-11-24,I003865,P002025,Main,28,Book,Law,2024-12-22,Grad,medium,2,2024-12-21,True,False,0.0
T0014611,2025-10-07,I001773,P001653,Main,3,Laptop,HSS,2025-10-10,Undergrad,low,2,2025-10-08,True,False,0.0
T0014612,2024-10-20,I000499,P000984,Main,1,CourseReserve,HSS,2024-10-21,Staff,medium,0,2024-10-20,True,False,0.0
T0014613,2024-09-09,I005993,P001349,Main,28,Book,Arts,2024-10-07,Undergrad,medium,1,2024-10-04,True,False,0.0
T0014614,2024-12-09,I000813,P002788,Main,28,Book,HSS,2025-01-06,Grad,medium,2,2025-01-04,True,False,0.0
T0014615,2024-01-31,I000113,P000280,Main,1,CourseReserve,Arts,2024-02-01,Undergrad,high,0,2024-02-02,True,True,1.0
T0014616,2025-11-03,I003523,P000963,Main,28,Book,Arts,2025-12-01,Faculty,medium,2,2025-11-30,True,False,0.0
T0014617,2024-03-10,I004611,P001208,Main,28,Book,STEM,2024-04-07,Staff,low,0,2024-04-04,True,False,0.0
T0014618,2025-10-27,I004157,P002450,Main,28,Book,HSS,2025-11-24,Community,low,1,2025-11-21,True,False,0.0
T0014619,2025-11-18,I005570,P000637,Main,1,CourseReserve,Business,2025-11-19,Grad,medium,0,2025-11-18,True,False,0.0
T0014620,2025-10-17,I005171,P000402,Main,28,Book,Medicine,2025-11-14,Grad,low,1,2025-11-12,True,False,0.0
T0014621,2024-03-03,I002564,P002835,Main,28,Book,Medicine,2024-03-31,Grad,low,1,2024-03-31,True,False,0.0
T0014622,2025-02-02,I001932,P000642,Main,28,Book,Business,2025-03-02,Grad,low,1,2025-02-27,True,False,0.0
T0014623,2024-09-26,I003261,P000188,Main,28,Book,STEM,2024-10-24,Grad,low,0,2024-10-21,True,False,0.0
T0014624,2024-05-02,I003783,P001358,Main,28,Book,Law,2024-05-30,Community,medium,1,2024-05-28,True,False,0.0
T0014625,2025-01-30,I003326,P002142,Main,28,Book,Arts,2025-02-27,Grad,high,1,2025-03-02,True,True,3.0
T0014626,2024-01-30,I001581,P000390,Main,28,Book,Law,2024-02-27,Undergrad,medium,0,2024-02-24,True,False,0.0
T0014627,2024-08-24,I002915,P001624,Main,28,Book,HSS,2024-09-21,Grad,high,2,2024-09-22,True,True,1.0
T0014628,2025-01-16,I001455,P002477,Main,28,Book,Medicine,2025-02-13,Staff,low,1,2025-02-10,True,False,0.0
T0014629,2025-12-19,I002314,P000537,Main,28,Book,STEM,2026-01-16,Grad,low,1,2026-01-15,True,False,0.0
T0014630,2025-01-12,I002305,P000636,Main,1,CourseReserve,HSS,2025-01-13,Undergrad,low,0,2025-01-14,True,True,1.0
T0014631,2024-08-29,I003935,P002351,Main,28,Book,HSS,2024-09-26,Undergrad,medium,1,2024-09-26,True,False,0.0
T0014632,2025-02-06,I005037,P000746,Main,28,Book,STEM,2025-03-06,Undergrad,medium,0,2025-03-07,True,True,1.0
T0014633,2024-02-04,I002104,P002618,Main,28,Book,HSS,2024-03-03,Undergrad,medium,1,2024-02-29,True,False,0.0
T0014634,2025-09-02,I004937,P002118,Main,3,Laptop,Medicine,2025-09-05,Undergrad,low,0,2025-09-04,True,False,0.0
T0014635,2025-10-28,I004061,P000863,Main,28,Book,HSS,2025-11-25,Grad,medium,1,2025-11-23,True,False,0.0
T0014636,2024-01-29,I002146,P002068,Main,7,DVD,HSS,2024-02-05,Undergrad,high,0,2024-02-05,True,False,0.0
T0014637,2024-05-27,I003380,P000274,Main,28,Book,HSS,2024-06-24,Grad,medium,1,2024-06-24,True,False,0.0
T0014638,2024-01-26,I000381,P002541,Main,28,Book,STEM,2024-02-23,Undergrad,low,0,2024-02-22,True,False,0.0
T0014639,2025-10-28,I000381,P000449,Main,28,Book,STEM,2025-11-25,Grad,low,1,2025-11-23,True,False,0.0
T0014640,2024-01-14,I002941,P000409,Main,28,Book,STEM,2024-02-11,Community,low,1,2024-02-09,True,False,0.0
T0014641,2024-01-16,I000056,P002691,Main,1,CourseReserve,STEM,2024-01-17,Faculty,low,0,2024-01-14,True,False,0.0
T0014642,2025-02-22,I000580,P000250,Main,28,Book,STEM,2025-03-22,Community,low,0,2025-03-19,True,False,0.0
T0014643,2024-05-13,I000359,P001811,Main,1,CourseReserve,Arts,2024-05-14,Faculty,medium,0,2024-05-12,True,False,0.0
T0014644,2025-11-12,I005224,P001267,Main,28,Book,Arts,2025-12-10,Undergrad,high,1,2025-12-12,True,True,2.0
T0014645,2025-08-30,I002018,P001887,Main,3,Laptop,Law,2025-09-02,Grad,high,1,2025-09-02,True,False,0.0
T0014646,2024-06-02,I003308,P001421,Main,28,Book,Business,2024-06-30,Staff,medium,0,2024-07-01,True,True,1.0
T0014647,2024-11-23,I001813,P001956,Main,28,Book,HSS,2024-12-21,Grad,low,1,2024-12-19,True,False,0.0
T0014648,2025-09-19,I005973,P001893,Main,7,DVD,STEM,2025-09-26,Undergrad,low,1,2025-09-24,True,False,0.0
T0014649,2024-01-13,I002111,P002567,Main,28,Book,STEM,2024-02-10,Community,medium,0,2024-02-09,True,False,0.0
T0014650,2024-12-14,I005859,P001131,Main,28,Book,Business,2025-01-11,Grad,medium,2,2025-01-10,True,False,0.0
T0014651,2024-12-04,I003873,P001432,Main,28,Book,HSS,2025-01-01,Staff,medium,0,2024-12-30,True,False,0.0
T0014652,2025-11-19,I003464,P000482,Main,28,Book,STEM,2025-12-17,Staff,low,0,2025-12-15,True,False,0.0
T0014653,2024-09-19,I004456,P002584,Main,28,Book,STEM,2024-10-17,Undergrad,medium,1,2024-10-18,True,True,1.0
T0014654,2024-05-31,I001954,P001767,Main,28,Book,HSS,2024-06-28,Undergrad,low,2,2024-06-26,True,False,0.0
T0014655,2024-09-05,I002016,P000154,Main,28,Book,Business,2024-10-03,Grad,low,2,2024-09-30,True,False,0.0
T0014656,2024-08-17,I000119,P002368,Main,3,Laptop,HSS,2024-08-20,Faculty,high,2,2024-08-20,True,False,0.0
T0014657,2025-09-02,I002098,P000840,Main,28,Book,HSS,2025-09-30,Undergrad,medium,0,2025-09-27,True,False,0.0
T0014658,2025-05-12,I001368,P001391,Main,3,Laptop,STEM,2025-05-15,Undergrad,low,1,2025-05-14,True,False,0.0
T0014659,2024-11-20,I002331,P001057,Main,28,Book,Business,2024-12-18,Undergrad,low,0,2024-12-15,True,False,0.0
T0014660,2025-09-28,I005888,P000130,Main,3,Laptop,HSS,2025-10-01,Undergrad,low,2,2025-09-29,True,False,0.0
T0014661,2025-03-07,I001347,P001934,Main,28,Book,STEM,2025-04-04,Community,low,0,2025-04-02,True,False,0.0
T0014662,2024-03-30,I005088,P000376,Main,28,Book,STEM,2024-04-27,Faculty,medium,2,2024-04-24,True,False,0.0
T0014663,2025-05-08,I001578,P000626,Main,28,Book,Business,2025-06-05,Undergrad,low,0,2025-06-03,True,False,0.0
T0014664,2024-07-27,I004465,P000480,Main,28,Book,HSS,2024-08-24,Undergrad,low,0,2024-08-21,True,False,0.0
T0014665,2025-05-12,I004405,P000050,Main,1,CourseReserve,Arts,2025-05-13,Undergrad,low,1,2025-05-10,True,False,0.0
T0014666,2025-01-11,I004857,P002662,Main,28,Book,Law,2025-02-08,Faculty,low,1,2025-02-05,True,False,0.0
T0014667,2025-07-14,I000389,P002262,Main,28,Book,HSS,2025-08-11,Faculty,low,2,,False,False,0.0
T0014668,2024-12-20,I005176,P001110,Main,7,DVD,STEM,2024-12-27,Undergrad,low,0,2024-12-24,True,False,0.0
T0014669,2025-10-16,I005925,P002575,Main,28,Book,HSS,2025-11-13,Undergrad,low,1,2025-11-12,True,False,0.0
T0014670,2024-10-03,I004293,P002079,Main,28,Book,HSS,2024-10-31,Undergrad,medium,1,2024-10-31,True,False,0.0
T0014671,2024-08-20,I002778,P000690,Main,28,Book,HSS,2024-09-17,Undergrad,high,2,2024-09-20,True,True,3.0
T0014672,2024-06-11,I001899,P002655,Main,28,Book,HSS,2024-07-09,Undergrad,low,1,,False,False,0.0
T0014673,2025-01-30,I004471,P002898,Main,3,Laptop,STEM,2025-02-02,Undergrad,medium,1,2025-02-01,True,False,0.0
T0014674,2024-08-15,I005720,P001695,Main,28,Book,HSS,2024-09-12,Grad,medium,1,2024-09-10,True,False,0.0
T0014675,2025-06-09,I002542,P001285,Main,28,Book,Law,2025-07-07,Grad,low,2,2025-07-05,True,False,0.0
T0014676,2024-07-04,I004757,P001189,Main,28,Book,HSS,2024-08-01,Community,medium,1,,False,False,0.0
T0014677,2025-01-11,I001492,P001684,Main,28,Book,STEM,2025-02-08,Undergrad,medium,0,2025-02-07,True,False,0.0
T0014678,2025-03-27,I004361,P001484,Main,28,Book,Medicine,2025-04-24,Undergrad,low,2,2025-04-22,True,False,0.0
T0014679,2024-12-18,I005519,P001510,Main,28,Book,Law,2025-01-15,Grad,low,1,2025-01-13,True,False,0.0
T0014680,2024-01-31,I000731,P000827,Main,28,Book,STEM,2024-02-28,Faculty,low,2,2024-02-26,True,False,0.0
T0014681,2024-09-14,I005421,P000371,Main,28,Book,Law,2024-10-12,Undergrad,low,0,2024-10-12,True,False,0.0
T0014682,2025-09-19,I002492,P000335,Main,28,Book,HSS,2025-10-17,Undergrad,low,0,2025-10-15,True,False,0.0
T0014683,2025-05-27,I004908,P002342,Main,28,Book,STEM,2025-06-24,Undergrad,medium,2,2025-06-24,True,False,0.0
T0014684,2025-12-24,I003354,P002303,Main,28,Book,HSS,2026-01-21,Undergrad,low,1,2026-01-20,True,False,0.0
T0014685,2024-08-16,I002389,P000717,Main,28,Book,STEM,2024-09-13,Undergrad,low,2,2024-09-12,True,False,0.0
T0014686,2025-11-16,I002088,P002872,Main,28,Book,Business,2025-12-14,Undergrad,high,0,2025-12-17,True,True,3.0
T0014687,2024-11-13,I003221,P000782,Main,28,Book,HSS,2024-12-11,Staff,medium,0,2024-12-10,True,False,0.0
T0014688,2024-02-22,I002474,P002293,Main,28,Book,HSS,2024-03-21,Undergrad,low,1,2024-03-19,True,False,0.0
T0014689,2024-09-29,I001914,P002795,Main,28,Book,HSS,2024-10-27,Undergrad,high,0,2024-10-30,True,True,3.0
T0014690,2024-05-24,I004458,P002182,Main,28,Book,STEM,2024-06-21,Undergrad,medium,1,2024-06-19,True,False,0.0
T0014691,2024-08-11,I004707,P001571,Main,7,DVD,Law,2024-08-18,Undergrad,low,0,2024-08-15,True,False,0.0
T0014692,2024-09-13,I000346,P002146,Main,28,Book,HSS,2024-10-11,Grad,medium,1,2024-10-10,True,False,0.0
T0014693,2024-08-29,I005041,P001636,Main,28,Book,STEM,2024-09-26,Staff,low,1,2024-09-25,True,False,0.0
T0014694,2024-01-25,I004588,P001309,Main,28,Book,Medicine,2024-02-22,Staff,low,0,2024-02-20,True,False,0.0
T0014695,2024-08-18,I005472,P001979,Main,28,Book,HSS,2024-09-15,Undergrad,low,1,2024-09-14,True,False,0.0
T0014696,2025-03-07,I003835,P001347,Main,28,Book,HSS,2025-04-04,Grad,low,0,2025-04-03,True,False,0.0
T0014697,2025-08-06,I001598,P001861,Main,28,Book,HSS,2025-09-03,Undergrad,low,2,2025-08-31,True,False,0.0
T0014698,2024-01-05,I005041,P000916,Main,28,Book,STEM,2024-02-02,Undergrad,low,2,2024-01-31,True,False,0.0
T0014699,2024-03-12,I005519,P002212,Main,28,Book,Law,2024-04-09,Community,low,0,2024-04-06,True,False,0.0
T0014700,2025-03-29,I001466,P002020,Main,28,Book,STEM,2025-04-26,Undergrad,medium,1,2025-04-24,True,False,0.0
T0014701,2024-02-26,I002377,P000804,Main,28,Book,HSS,2024-03-25,Undergrad,low,1,2024-03-23,True,False,0.0
T0014702,2024-01-12,I002695,P001039,Main,1,CourseReserve,STEM,2024-01-13,Grad,medium,0,2024-01-12,True,False,0.0
T0014703,2024-09-01,I004409,P000647,Main,28,Book,Law,2024-09-29,Undergrad,medium,1,2024-09-28,True,False,0.0
T0014704,2025-05-18,I002645,P000203,Main,28,Book,STEM,2025-06-15,Undergrad,low,0,2025-06-13,True,False,0.0
T0014705,2025-09-26,I005843,P000787,Main,28,Book,Medicine,2025-10-24,Undergrad,low,0,2025-10-24,True,False,0.0
T0014706,2025-01-22,I000081,P001107,Main,7,DVD,STEM,2025-01-29,Undergrad,low,1,2025-01-27,True,False,0.0
T0014707,2024-12-15,I002418,P001645,Main,28,Book,STEM,2025-01-12,Grad,low,1,2025-01-11,True,False,0.0
T0014708,2025-01-18,I004986,P001434,Main,28,Book,HSS,2025-02-15,Grad,low,1,2025-02-12,True,False,0.0
T0014709,2024-11-26,I000607,P000405,Main,28,Book,HSS,2024-12-24,Community,high,1,2024-12-27,True,True,3.0
T0014710,2025-08-10,I002952,P000865,Main,28,Book,Business,2025-09-07,Grad,medium,1,2025-09-05,True,False,0.0
T0014711,2025-03-26,I005666,P001813,Main,7,DVD,STEM,2025-04-02,Undergrad,high,1,2025-04-05,True,True,3.0
T0014712,2024-04-13,I001859,P002236,Main,7,DVD,HSS,2024-04-20,Community,medium,0,2024-04-20,True,False,0.0
T0014713,2025-11-21,I003304,P000794,Main,28,Book,STEM,2025-12-19,Community,medium,0,2025-12-18,True,False,0.0
T0014714,2024-05-14,I002991,P002168,Main,28,Book,HSS,2024-06-11,Staff,high,1,2024-06-10,True,False,0.0
T0014715,2024-05-03,I004156,P001387,Main,28,Book,STEM,2024-05-31,Grad,low,1,2024-05-29,True,False,0.0
T0014716,2024-10-04,I004603,P001472,Main,3,Laptop,Law,2024-10-07,Grad,medium,0,2024-10-08,True,True,1.0
T0014717,2024-10-09,I004370,P001202,Main,28,Book,STEM,2024-11-06,Undergrad,medium,1,2024-11-05,True,False,0.0
T0014718,2024-02-28,I004196,P000646,Main,28,Book,Arts,2024-03-27,Undergrad,high,1,2024-03-28,True,True,1.0
T0014719,2024-03-11,I002343,P000522,Main,28,Book,HSS,2024-04-08,Staff,high,1,2024-04-11,True,True,3.0
T0014720,2025-12-13,I000725,P002576,Main,28,Book,STEM,2026-01-10,Undergrad,medium,0,2026-01-08,True,False,0.0
T0014721,2024-03-26,I002948,P002415,Main,28,Book,Arts,2024-04-23,Grad,low,1,2024-04-22,True,False,0.0
T0014722,2025-12-05,I001252,P001981,Main,28,Book,Arts,2026-01-02,Undergrad,medium,0,2025-12-31,True,False,0.0
T0014723,2025-05-16,I004088,P000161,Main,28,Book,STEM,2025-06-13,Undergrad,low,0,2025-06-12,True,False,0.0
T0014724,2024-06-06,I002801,P001962,Main,7,DVD,Business,2024-06-13,Grad,medium,2,2024-06-11,True,False,0.0
T0014725,2024-11-03,I000091,P000299,Main,28,Book,STEM,2024-12-01,Undergrad,medium,0,2024-12-01,True,False,0.0
T0014726,2024-06-21,I002697,P000215,Main,28,Book,Arts,2024-07-19,Grad,low,1,2024-07-17,True,False,0.0
T0014727,2024-06-24,I002610,P001912,Main,28,Book,Medicine,2024-07-22,Undergrad,medium,1,2024-07-20,True,False,0.0
