item_id,collection,subject,loan_policy_days,home_location
I002560,Book,Business,28,Main
I002561,DVD,HSS,7,Main
I002562,Book,Medicine,28,Main
I002563,Book,Law,28,Main
I002564,Book,Medicine,28,Main
I002565,Book,STEM,28,Main
I002566,Book,STEM,28,Main
I002567,Book,Arts,28,Main
I002568,Book,Medicine,28,Main
I002569,DVD,STEM,7,Main
I002570,CourseReserve,HSS,1,Main
I002571,Book,STEM,28,Main
I002572,Laptop,STEM,3,Main
I002573,Book,HSS,28,Main
I002574,Book,HSS,28,Main
I002575,Book,Medicine,28,Main
I002576,Book,HSS,28,Main
I002577,CourseReserve,Law,1,Main
I002578,Book,HSS,28,Main
I002579,Book,STEM,28,Main
I002580,Book,HSS,28,Main
I002581,Book,HSS,28,Main
I002582,Laptop,Business,3,Main
I002583,Book,Medicine,28,Main
I002584,Book,HSS,28,Main
I002585,Book,STEM,28,Main
I002586,Book,STEM,28,Main
I002587,Book,Medicine,28,Main
I002588,Book,Business,28,Main
I002589,Book,STEM,28,Main
I002590,Book,Law,28,Main
I002591,DVD,Medicine,7,Main
I002592,DVD,HSS,7,Main
I002593,Book,STEM,28,Main
I002594,Book,Medicine,28,Main
I002595,Book,Business,28,Main
I002596,Book,STEM,28,Main
I002597,Book,STEM,28,Main
I002598,Book,STEM,28,Main
I002599,Book,STEM,28,Main
I002600,Book,Law,28,Main
I002601,Book,STEM,28,Main
I002602,Book,Business,28,Main
I002603,Book,Medicine,28,Main
I002604,Book,HSS,28,Main
I002605,Book,STEM,28,Main
I002606,Book,STEM,28,Main
I002607,Book,Law,28,Main
I002608,Book,HSS,28,Main
I002609,Book,Law,28,Main
I002610,Book,Medicine,28,Main
I002611,DVD,STEM,7,Main
I002612,Book,Arts,28,Main
I002613,Book,Arts,28,Main
I002614,Book,HSS,28,Main
I002615,Book,HSS,28,Main
I002616,Book,Arts,28,Main
I002617,Book,Arts,28,Main
I002618,Book,HSS,28,Main
I002619,DVD,HSS,7,Main
I002620,Book,HSS,28,Main
I002621,DVD,Arts,7,Main
I002622,Laptop,HSS,3,Main
I002623,Book,STEM,28,Main
I002624,Laptop,Medicine,3,Main
I002625,Book,HSS,28,Main
I002626,CourseReserve,STEM,1,Main
I002627,Book,HSS,28,Main
I002628,Book,Medicine,28,Main
I002629,Book,HSS,28,Main
I002630,Book,Law,28,Main
I002631,Book,Law,28,Main
I002632,Book,HSS,28,Main
I002633,Book,HSS,28,Main
I002634,Book,STEM,28,Main
I002635,Book,HSS,28,Main
I002636,Book,Business,28,Main
I002637,CourseReserve,Business,1,Main
I002638,Book,STEM,28,Main
I002639,CourseReserve,STEM,1,Main
I002640,Book,STEM,28,Main
I002641,Book,Business,28,Main
I002642,Book,STEM,28,Main
I002643,DVD,HSS,7,Main
I002644,Book,HSS,28,Main
I002645,Book,STEM,28,Main
I002646,Book,STEM,28,Main
I002647,CourseReserve,STEM,1,Main
I002648,Book,HSS,28,Main
I002649,Book,Business,28,Main
I002650,Book,HSS,28,Main
I002651,Book,HSS,28,Main
I002652,Book,STEM,28,Main
I002653,Book,HSS,28,Main
I002654,Book,STEM,28,Main
I002655,Book,STEM,28,Main
I002656,Book,STEM,28,Main
I002657,DVD,STEM,7,Main
I002658,DVD,HSS,7,Main
I002659,Book,HSS,28,Main
I002660,Book,Medicine,28,Main
I002661,Book,STEM,28,Main
I002662,Laptop,STEM,3,Main
I002663,Book,HSS,28,Main
I002664,Book,STEM,28,Main
I002665,Book,STEM,28,Main
I002666,Book,STEM,28,Main
I002667,Book,Law,28,Main
I002668,Book,HSS,28,Main
I002669,Book,HSS,28,Main
I002670,Book,Business,28,Main
I002671,Book,Arts,28,Main
I002672,Book,HSS,28,Main
I002673,Book,STEM,28,Main
I002674,Book,HSS,28,Main
I002675,Laptop,HSS,3,Main
I002676,Book,HSS,28,Main
I002677,Book,HSS,28,Main
I002678,Book,Law,28,Main
I002679,Book,STEM,28,Main
I002680,Book,HSS,28,Main
I002681,Book,HSS,28,Main
I002682,DVD,Business,7,Main
I002683,Book,HSS,28,Main
I002684,Book,STEM,28,Main
I002685,Book,STEM,28,Main
I002686,Book,STEM,28,Main
I002687,Book,HSS,28,Main
I002688,Book,HSS,28,Main
I002689,Book,HSS,28,Main
I002690,Book,HSS,28,Main
I002691,Book,STEM,28,Main
I002692,Book,Law,28,Main
I002693,Book,HSS,28,Main
I002694,Book,HSS,28,Main
I002695,CourseReserve,STEM,1,Main
I002696,Book,STEM,28,Main
I002697,Book,Arts,28,Main
I002698,Book,STEM,28,Main
I002699,Book,STEM,28,Main
I002700,Book,STEM,28,Main
I002701,Book,Arts,28,Main
I002702,CourseReserve,Business,1,Main
I002703,Book,HSS,28,Main
I002704,Book,HSS,28,Main
I002705,Book,HSS,28,Main
I002706,DVD,STEM,7,Main
I002707,Book,Business,28,Main
I002708,Book,STEM,28,Main
I002709,Book,HSS,28,Main
I002710,Book,Business,28,Main
I002711,Book,Business,28,Main
I002712,Book,HSS,28,Main
I002713,Book,Law,28,Main
I002714,Book,STEM,28,Main
I002715,Book,Medicine,28,Main
I002716,Book,Medicine,28,Main
I002717,Book,STEM,28,Main
I002718,CourseReserve,Law,1,Main
I002719,DVD,Medicine,7,Main
I002720,Book,STEM,28,Main
I002721,Laptop,HSS,3,Main
I002722,DVD,Business,7,Main
I002723,DVD,HSS,7,Main
I002724,Book,STEM,28,Main
I002725,Book,Medicine,28,Main
I002726,Book,Business,28,Main
I002727,Book,STEM,28,Main
I002728,Book,HSS,28,Main
I002729,Book,STEM,28,Main
I002730,Book,HSS,28,Main
I002731,Book,HSS,28,Main
I002732,Book,Business,28,Main
I002733,Book,HSS,28,Main
I002734,CourseReserve,STEM,1,Main
I002735,CourseReserve,STEM,1,Main
I002736,DVD,Arts,7,Main
I002737,CourseReserve,STEM,1,Main
I002738,Book,HSS,28,Main
I002739,CourseReserve,HSS,1,Main
I002740,Book,STEM,28,Main
I002741,Book,STEM,28,Main
I002742,Book,STEM,28,Main
I002743,Book,STEM,28,Main
I002744,Book,HSS,28,Main
I002745,Book,STEM,28,Main
I002746,DVD,STEM,7,Main
I002747,Book,HSS,28,Main
I002748,Book,HSS,28,Main
I002749,DVD,HSS,7,Main
I002750,Book,HSS,28,Main
I002751,Book,STEM,28,Main
I002752,Book,HSS,28,Main
I002753,Book,HSS,28,Main
I002754,Book,HSS,28,Main
I002755,Laptop,Arts,3,Main
I002756,Book,Medicine,28,Main
I002757,Book,HSS,28,Main
I002758,Laptop,HSS,3,Main
I002759,Book,HSS,28,Main
I002760,Book,STEM,28,Main
I002761,Book,HSS,28,Main
I002762,Book,Law,28,Main
I002763,Book,STEM,28,Main
I002764,Book,Medicine,28,Main
I002765,Book,HSS,28,Main
I002766,CourseReserve,Business,1,Main
I002767,Book,Business,28,Main
I002768,Book,HSS,28,Main
I002769,Book,STEM,28,Main
I002770,Book,HSS,28,Main
I002771,Book,HSS,28,Main
I002772,Book,HSS,28,Main
I002773,DVD,STEM,7,Main
I002774,Book,STEM,28,Main
I002775,Book,Arts,28,Main
I002776,Book,HSS,28,Main
I002777,Book,Arts,28,Main
I002778,Book,HSS,28,Main
I002779,Book,Business,28,Main
I002780,Book,STEM,28,Main
I002781,Book,HSS,28,Main
I002782,DVD,Medicine,7,Main
I002783,CourseReserve,HSS,1,Main
I002784,DVD,Law,7,Main
I002785,DVD,STEM,7,Main
I002786,Book,STEM,28,Main
I002787,CourseReserve,STEM,1,Main
I002788,Book,Business,28,Main
I002789,CourseReserve,HSS,1,Main
I002790,CourseReserve,Law,1,Main
I002791,Book,Medicine,28,Main
I002792,CourseReserve,HSS,1,Main
I002793,Book,HSS,28,Main
I002794,Book,Business,28,Main
I002795,Book,STEM,28,Main
I002796,Book,STEM,28,Main
I002797,Book,HSS,28,Main
I002798,Book,STEM,28,Main
I002799,CourseReserve,HSS,1,Main
I002800,Book,STEM,28,Main
I002801,DVD,Business,7,Main
I002802,Laptop,HSS,3,Main
I002803,CourseReserve,STEM,1,Main
I002804,CourseReserve,Arts,1,Main
I002805,Book,Law,28,Main
I002806,CourseReserve,Medicine,1,Main
I002807,Book,STEM,28,Main
I002808,Book,Business,28,Main
I002809,Book,HSS,28,Main
I002810,Book,HSS,28,Main
I002811,Book,HSS,28,Main
I002812,Book,STEM,28,Main
I002813,Book,Medicine,28,Main
I002814,Book,STEM,28,Main
I002815,Book,Law,28,Main
I002816,Book,Law,28,Main
I002817,Book,STEM,28,Main
I002818,Book,STEM,28,Main
I002819,Book,STEM,28,Main
I002820,Book,STEM,28,Main
I002821,CourseReserve,HSS,1,Main
I002822,Book,Arts,28,Main
I002823,Book,HSS,28,Main
I002824,Book,HSS,28,Main
I002825,Book,Medicine,28,Main
I002826,DVD,HSS,7,Main
I002827,Book,Law,28,Main
I002828,Book,HSS,28,Main
I002829,Book,STEM,28,Main
I002830,Book,HSS,28,Main
I002831,Book,STEM,28,Main
I002832,Book,STEM,28,Main
I002833,Book,Business,28,Main
I002834,Book,STEM,28,Main
I002835,Book,Arts,28,Main
I002836,Laptop,HSS,3,Main
I002837,CourseReserve,STEM,1,Main
I002838,Book,STEM,28,Main
I002839,Book,Arts,28,Main
I002840,Book,HSS,28,Main
I002841,Book,STEM,28,Main
I002842,Book,Medicine,28,Main
I002843,Laptop,HSS,3,Main
I002844,CourseReserve,Medicine,1,Main
I002845,Book,HSS,28,Main
I002846,Book,Business,28,Main
I002847,DVD,Arts,7,Main
I002848,Book,Law,28,Main
I002849,Book,STEM,28,Main
I002850,Book,HSS,28,Main
I002851,Book,Arts,28,Main
I002852,Book,STEM,28,Main
I002853,Book,HSS,28,Main
I002854,Laptop,Law,3,Main
I002855,Book,STEM,28,Main
I002856,Book,HSS,28,Main
I002857,Book,HSS,28,Main
I002858,Book,HSS,28,Main
I002859,Book,STEM,28,Main
I002860,Book,Law,28,Main
I002861,DVD,STEM,7,Main
I002862,Book,Business,28,Main
I002863,CourseReserve,Medicine,1,Main
I002864,Book,Law,28,Main
I002865,Book,HSS,28,Main
I002866,Book,Law,28,Main
I002867,Book,STEM,28,Main
I002868,Book,STEM,28,Main
I002869,Book,Law,28,Main
I002870,Book,STEM,28,Main
I002871,Laptop,Arts,3,Main
I002872,CourseReserve,HSS,1,Main
I002873,Laptop,Law,3,Main
I002874,Book,HSS,28,Main
I002875,DVD,Arts,7,Main
I002876,Book,HSS,28,Main
I002877,Book,HSS,28,Main
I002878,Book,STEM,28,Main
I002879,Book,STEM,28,Main
I002880,Book,HSS,28,Main
I002881,Book,STEM,28,Main
I002882,DVD,STEM,7,Main
I002883,Book,HSS,28,Main
I002884,Book,HSS,28,Main
I002885,Book,Business,28,Main
I002886,CourseReserve,Law,1,Main
I002887,Book,Business,28,Main
I002888,Book,Law,28,Main
I002889,DVD,HSS,7,Main
I002890,DVD,HSS,7,Main
I002891,Book,HSS,28,Main
I002892,Book,Medicine,28,Main
I002893,Book,Arts,28,Main
I002894,Book,STEM,28,Main
I002895,Book,HSS,28,Main
I002896,DVD,HSS,7,Main
I002897,Book,HSS,28,Main
I002898,Book,STEM,28,Main
I002899,Book,HSS,28,Main
I002900,Book,Arts,28,Main
I002901,Book,STEM,28,Main
I002902,Book,Arts,28,Main
I002903,Book,Business,28,Main
I002904,Book,Business,28,Main
I002905,Book,STEM,28,Main
I002906,Book,Law,28,Main
I002907,CourseReserve,Law,1,Main
I002908,Book,Law,28,Main
I002909,Book,STEM,28,Main
I002910,Book,Arts,28,Main
I002911,Book,Business,28,Main
I002912,Book,Business,28,Main
I002913,Book,Medicine,28,Main
I002914,CourseReserve,HSS,1,Main
I002915,Book,HSS,28,Main
I002916,Book,STEM,28,Main
I002917,Book,STEM,28,Main
I002918,DVD,Business,7,Main
I002919,Book,STEM,28,Main
I002920,Book,STEM,28,Main
I002921,Book,STEM,28,Main
I002922,Book,HSS,28,Main
I002923,DVD,Law,7,Main
I002924,Book,Business,28,Main
I002925,Book,HSS,28,Main
I002926,Laptop,STEM,3,Main
I002927,DVD,STEM,7,Main
I002928,CourseReserve,HSS,1,Main
I002929,Book,HSS,28,Main
I002930,Book,Arts,28,Main
I002931,Book,STEM,28,Main
I002932,Book,HSS,28,Main
I002933,Book,HSS,28,Main
I002934,Book,Law,28,Main
I002935,Book,STEM,28,Main
I002936,Book,Law,28,Main
I002937,DVD,HSS,7,Main
I002938,Book,Medicine,28,Main
I002939,CourseReserve,STEM,1,Main
I002940,Book,HSS,28,Main
I002941,Book,STEM,28,Main
I002942,Book,STEM,28,Main
I002943,Book,Medicine,28,Main
I002944,Book,Arts,28,Main
I002945,Book,HSS,28,Main
I002946,Book,Medicine,28,Main
I002947,Book,Business,28,Main
I002948,Book,Arts,28,Main
I002949,Book,HSS,28,Main
I002950,CourseReserve,STEM,1,Main
I002951,DVD,HSS,7,Main
I002952,Book,Business,28,Main
I002953,Book,HSS,28,Main
I002954,Book,STEM,28,Main
I002955,CourseReserve,STEM,1,Main
I002956,Book,HSS,28,Main
I002957,Book,Law,28,Main
I002958,DVD,Medicine,7,Main
I002959,Book,STEM,28,Main
I002960,DVD,Medicine,7,Main
I002961,Book,HSS,28,Main
I002962,Book,STEM,28,Main
I002963,Book,STEM,28,Main
I002964,CourseReserve,HSS,1,Main
I002965,DVD,STEM,7,Main
I002966,Book,Law,28,Main
I002967,Book,STEM,28,Main
I002968,Book,Business,28,Main
I002969,CourseReserve,STEM,1,Main
I002970,Book,HSS,28,Main
I002971,Book,HSS,28,Main
I002972,Book,STEM,28,Main
I002973,DVD,HSS,7,Main
I002974,Book,HSS,28,Main
I002975,Book,STEM,28,Main
I002976,Book,STEM,28,Main
I002977,DVD,HSS,7,Main
I002978,Book,Business,28,Main
I002979,Book,Law,28,Main
I002980,CourseReserve,STEM,1,Main
I002981,Book,Business,28,Main
I002982,Book,Law,28,Main
I002983,Book,Law,28,Main
I002984,DVD,STEM,7,Main
I002985,Book,HSS,28,Main
I002986,CourseReserve,Law,1,Main
I002987,Book,STEM,28,Main
I002988,Book,Arts,28,Main
I002989,Book,Business,28,Main
I002990,DVD,STEM,7,Main
I002991,Book,HSS,28,Main
I002992,DVD,HSS,7,Main
I002993,Book,STEM,28,Main
I002994,Book,STEM,28,Main
I002995,Book,HSS,28,Main
I002996,DVD,STEM,7,Main
I002997,Book,HSS,28,Main
I002998,Book,Arts,28,Main
I002999,Book,HSS,28,Main
I003000,DVD,Arts,7,Main
I003001,Book,Arts,28,Main
I003002,DVD,STEM,7,Main
I003003,Book,Business,28,Main
I003004,Book,STEM,28,Main
I003005,Book,Law,28,Main
I003006,DVD,STEM,7,Main
I003007,Laptop,HSS,3,Main
I003008,Book,STEM,28,Main
I003009,Book,STEM,28,Main
I003010,Book,STEM,28,Main
I003011,Book,HSS,28,Main
I003012,Book,STEM,28,Main
I003013,Book,HSS,28,Main
I003014,Book,HSS,28,Main
I003015,Book,HSS,28,Main
I003016,Book,HSS,28,Main
I003017,Book,HSS,28,Main
I003018,Book,Business,28,Main
I003019,Book,HSS,28,Main
I003020,DVD,Law,7,Main
I003021,Book,HSS,28,Main
I003022,Book,Medicine,28,Main
I003023,Book,STEM,28,Main
I003024,Book,HSS,28,Main
I003025,Book,STEM,28,Main
I003026,Book,STEM,28,Main
I003027,CourseReserve,STEM,1,Main
I003028,Book,HSS,28,Main
I003029,Book,Arts,28,Main
I003030,Book,STEM,28,Main
I003031,Book,STEM,28,Main
I003032,Book,Business,28,Main
I003033,Book,STEM,28,Main
I003034,Book,Medicine,28,Main
I003035,Book,STEM,28,Main
I003036,Book,Business,28,Main
I003037,Book,HSS,28,Main
I003038,CourseReserve,Medicine,1,Main
I003039,Book,Business,28,Main
I003040,Book,HSS,28,Main
I003041,Book,HSS,28,Main
I003042,CourseReserve,HSS,1,Main
I003043,Book,Arts,28,Main
I003044,Book,HSS,28,Main
I003045,Book,STEM,28,Main
I003046,Book,HSS,28,Main
I003047,Book,STEM,28,Main
I003048,Book,STEM,28,Main
I003049,Book,Arts,28,Main
I003050,Book,STEM,28,Main
I003051,Book,Business,28,Main
I003052,Book,STEM,28,Main
I003053,Book,HSS,28,Main
I003054,Book,HSS,28,Main
I003055,Book,STEM,28,Main
I003056,CourseReserve,Arts,1,Main
I003057,Book,Medicine,28,Main
I003058,Book,HSS,28,Main
I003059,Book,HSS,28,Main
I003060,CourseReserve,HSS,1,Main
I003061,Book,Arts,28,Main
I003062,Book,Medicine,28,Main
I003063,Book,Business,28,Main
I003064,Book,STEM,28,Main
I003065,Book,STEM,28,Main
I003066,Book,STEM,28,Main
I003067,Book,HSS,28,Main
I003068,CourseReserve,STEM,1,Main
I003069,Book,HSS,28,Main
I003070,Book,HSS,28,Main
I003071,Book,Medicine,28,Main
I003072,Book,Business,28,Main
I003073,Book,STEM,28,Main
I003074,Book,STEM,28,Main
I003075,Book,STEM,28,Main
I003076,DVD,Business,7,Main
I003077,CourseReserve,Business,1,Main
I003078,Book,Business,28,Main
I003079,Book,Business,28,Main
I003080,CourseReserve,HSS,1,Main
I003081,Book,STEM,28,Main
I003082,Laptop,STEM,3,Main
I003083,Book,STEM,28,Main
I003084,Book,Business,28,Main
I003085,Book,HSS,28,Main
I003086,Book,HSS,28,Main
I003087,Book,STEM,28,Main
I003088,Book,Arts,28,Main
I003089,Book,HSS,28,Main
I003090,Book,Law,28,Main
I003091,Book,STEM,28,Main
I003092,CourseReserve,HSS,1,Main
I003093,Book,STEM,28,Main
I003094,DVD,Law,7,Main
I003095,Book,STEM,28,Main
I003096,Book,Medicine,28,Main
I003097,CourseReserve,HSS,1,Main
I003098,Book,HSS,28,Main
I003099,Book,Arts,28,Main
I003100,Book,STEM,28,Main
I003101,Book,STEM,28,Main
I003102,Book,Business,28,Main
I003103,Laptop,HSS,3,Main
I003104,Book,Business,28,Main
I003105,Book,HSS,28,Main
I003106,Book,HSS,28,Main
I003107,Book,HSS,28,Main
I003108,Book,Business,28,Main
I003109,Book,HSS,28,Main
I003110,Book,Business,28,Main
I003111,Book,Arts,28,Main
I003112,Book,STEM,28,Main
I003113,Book,STEM,28,Main
I003114,Book,STEM,28,Main
I003115,Book,HSS,28,Main
I003116,DVD,STEM,7,Main
I003117,Book,STEM,28,Main
I003118,Book,Arts,28,Main
I003119,Book,Arts,28,Main
I003120,Book,Medicine,28,Main
I003121,Book,Medicine,28,Main
I003122,Book,STEM,28,Main
I003123,Book,Law,28,Main
I003124,Book,Medicine,28,Main
I003125,Book,STEM,28,Main
I003126,Book,Arts,28,Main
I003127,Book,STEM,28,Main
I003128,Book,STEM,28,Main
I003129,CourseReserve,Law,1,Main
I003130,DVD,Arts,7,Main
I003131,DVD,HSS,7,Main
I003132,DVD,Business,7,Main
I003133,CourseReserve,STEM,1,Main
I003134,Book,HSS,28,Main
I003135,Book,Business,28,Main
I003136,Book,STEM,28,Main
I003137,Book,Law,28,Main
I003138,Book,HSS,28,Main
I003139,Book,STEM,28,Main
I003140,Book,Law,28,Main
I003141,Book,STEM,28,Main
I003142,CourseReserve,HSS,1,Main
I003143,Book,Arts,28,Main
I003144,Book,STEM,28,Main
I003145,Book,Business,28,Main
I003146,Book,STEM,28,Main
I003147,Laptop,STEM,3,Main
I003148,Book,STEM,28,Main
I003149,DVD,STEM,7,Main
I003150,Book,STEM,28,Main
I003151,Book,STEM,28,Main
I003152,Book,STEM,28,Main
I003153,Book,HSS,28,Main
I003154,Book,STEM,28,Main
I003155,Book,HSS,28,Main
I003156,Book,HSS,28,Main
I003157,CourseReserve,Arts,1,Main
I003158,Book,STEM,28,Main
I003159,DVD,Law,7,Main
I003160,Book,STEM,28,Main
I003161,Book,Medicine,28,Main
I003162,Book,Law,28,Main
I003163,Book,Business,28,Main
I003164,Book,STEM,28,Main
I003165,Book,Arts,28,Main
I003166,Book,Business,28,Main
I003167,CourseReserve,Medicine,1,Main
I003168,Book,HSS,28,Main
I003169,Book,HSS,28,Main
I003170,Book,HSS,28,Main
I003171,Book,HSS,28,Main
I003172,Book,Medicine,28,Main
I003173,Book,HSS,28,Main
I003174,Book,HSS,28,Main
I003175,Book,HSS,28,Main
I003176,Book,HSS,28,Main
I003177,Book,HSS,28,Main
I003178,Laptop,Business,3,Main
I003179,DVD,STEM,7,Main
I003180,Book,HSS,28,Main
I003181,Book,STEM,28,Main
I003182,Book,STEM,28,Main
I003183,Book,HSS,28,Main
I003184,Book,Law,28,Main
I003185,Book,Law,28,Main
I003186,Book,Business,28,Main
I003187,Book,Business,28,Main
I003188,Book,HSS,28,Main
I003189,DVD,Arts,7,Main
I003190,DVD,Business,7,Main
I003191,Book,Medicine,28,Main
I003192,Laptop,HSS,3,Main
I003193,CourseReserve,Arts,1,Main
I003194,Book,Business,28,Main
I003195,Book,Medicine,28,Main
I003196,Book,HSS,28,Main
I003197,CourseReserve,Business,1,Main
I003198,DVD,Arts,7,Main
I003199,Book,Law,28,Main
I003200,Book,STEM,28,Main
I003201,Book,Arts,28,Main
I003202,Book,STEM,28,Main
I003203,Book,STEM,28,Main
I003204,DVD,STEM,7,Main
I003205,Book,Arts,28,Main
I003206,DVD,HSS,7,Main
I003207,DVD,STEM,7,Main
I003208,Book,Law,28,Main
I003209,Book,Business,28,Main
I003210,Book,STEM,28,Main
I003211,Book,Medicine,28,Main
I003212,Book,Arts,28,Main
I003213,Book,HSS,28,Main
I003214,Book,STEM,28,Main
I003215,Book,HSS,28,Main
I003216,Book,HSS,28,Main
I003217,Book,STEM,28,Main
I003218,Book,Arts,28,Main
I003219,Book,Medicine,28,Main
I003220,Book,HSS,28,Main
I003221,Book,HSS,28,Main
I003222,Book,STEM,28,Main
I003223,Book,STEM,28,Main
I003224,Book,HSS,28,Main
I003225,Book,Medicine,28,Main
I003226,Laptop,Arts,3,Main
I003227,Book,STEM,28,Main
I003228,Book,Medicine,28,Main
I003229,Book,STEM,28,Main
I003230,Book,Business,28,Main
I003231,Book,STEM,28,Main
I003232,Book,HSS,28,Main
I003233,Book,Arts,28,Main
I003234,Book,STEM,28,Main
I003235,Book,Business,28,Main
I003236,Book,STEM,28,Main
I003237,Book,HSS,28,Main
I003238,CourseReserve,HSS,1,Main
I003239,Book,STEM,28,Main
I003240,Book,Law,28,Main
I003241,Book,STEM,28,Main
I003242,Book,Law,28,Main
I003243,Book,Law,28,Main
I003244,Book,Law,28,Main
I003245,Book,STEM,28,Main
I003246,Book,Arts,28,Main
I003247,Book,STEM,28,Main
I003248,Book,STEM,28,Main
I003249,DVD,HSS,7,Main
I003250,Book,HSS,28,Main
I003251,Book,HSS,28,Main
I003252,Book,Law,28,Main
I003253,Book,HSS,28,Main
I003254,Book,HSS,28,Main
I003255,Book,Business,28,Main
I003256,Book,HSS,28,Main
I003257,Book,HSS,28,Main
I003258,Book,HSS,28,Main
I003259,Book,Business,28,Main
I003260,Laptop,HSS,3,Main
I003261,Book,STEM,28,Main
I003262,Book,STEM,28,Main
I003263,Book,Law,28,Main
I003264,Book,Law,28,Main
I003265,DVD,Business,7,Main
I003266,Book,HSS,28,Main
I003267,Book,HSS,28,Main
I003268,Book,HSS,28,Main
I003269,Book,HSS,28,Main
I003270,Book,HSS,28,Main
I003271,Book,HSS,28,Main
I003272,Book,STEM,28,Main
I003273,Book,Law,28,Main
I003274,Book,STEM,28,Main
I003275,DVD,Business,7,Main
I003276,DVD,STEM,7,Main
I003277,DVD,HSS,7,Main
I003278,Book,STEM,28,Main
I003279,Book,HSS,28,Main
I003280,DVD,HSS,7,Main
I003281,Book,STEM,28,Main
I003282,Book,Arts,28,Main
I003283,DVD,Business,7,Main
I003284,Laptop,HSS,3,Main
I003285,Book,Medicine,28,Main
I003286,Book,Business,28,Main
I003287,Book,Law,28,Main
I003288,DVD,Business,7,Main
I003289,Laptop,STEM,3,Main
I003290,Book,HSS,28,Main
I003291,Book,STEM,28,Main
I003292,DVD,STEM,7,Main
I003293,Book,STEM,28,Main
I003294,Book,STEM,28,Main
I003295,CourseReserve,Arts,1,Main
I003296,Book,Medicine,28,Main
I003297,Book,Medicine,28,Main
I003298,Book,Business,28,Main
I003299,Book,Arts,28,Main
I003300,DVD,HSS,7,Main
I003301,Book,HSS,28,Main
I003302,CourseReserve,STEM,1,Main
I003303,Book,Medicine,28,Main
I003304,Book,STEM,28,Main
I003305,Book,Business,28,Main
I003306,Book,HSS,28,Main
I003307,Book,HSS,28,Main
I003308,Book,Business,28,Main
I003309,Book,HSS,28,Main
I003310,Book,STEM,28,Main
I003311,Book,HSS,28,Main
I003312,Book,STEM,28,Main
I003313,Book,Law,28,Main
I003314,Book,STEM,28,Main
I003315,Book,STEM,28,Main
I003316,Book,HSS,28,Main
I003317,Book,Business,28,Main
I003318,Book,STEM,28,Main
I003319,DVD,Law,7,Main
I003320,Book,Business,28,Main
I003321,Book,HSS,28,Main
I003322,Book,Medicine,28,Main
I003323,Book,Law,28,Main
I003324,Book,STEM,28,Main
I003325,DVD,HSS,7,Main
I003326,Book,Arts,28,Main
I003327,DVD,Business,7,Main
I003328,Book,HSS,28,Main
I003329,Book,STEM,28,Main
I003330,Book,Business,28,Main
I003331,Book,Law,28,Main
I003332,Book,Business,28,Main
I003333,Book,STEM,28,Main
I003334,Book,Business,28,Main
I003335,Laptop,STEM,3,Main
I003336,Book,HSS,28,Main
I003337,Laptop,Law,3,Main
I003338,Book,Arts,28,Main
I003339,Book,HSS,28,Main
I003340,Book,STEM,28,Main
I003341,Laptop,Law,3,Main
I003342,Book,STEM,28,Main
I003343,Book,Medicine,28,Main
I003344,Book,Business,28,Main
I003345,Book,HSS,28,Main
I003346,Book,Arts,28,Main
I003347,Book,Business,28,Main
I003348,Book,Medicine,28,Main
I003349,Book,Law,28,Main
I003350,Book,Medicine,28,Main
I003351,Book,HSS,28,Main
I003352,Book,STEM,28,Main
I003353,Laptop,Medicine,3,Main
I003354,Book,HSS,28,Main
I003355,Book,HSS,28,Main
I003356,Book,Business,28,Main
I003357,Book,Medicine,28,Main
I003358,Book,HSS,28,Main
I003359,DVD,Medicine,7,Main
I003360,Book,Law,28,Main
I003361,DVD,STEM,7,Main
I003362,Book,Medicine,28,Main
I003363,Book,STEM,28,Main
I003364,Book,HSS,28,Main
I003365,CourseReserve,HSS,1,Main
I003366,Book,STEM,28,Main
I003367,Book,STEM,28,Main
I003368,Book,Business,28,Main
I003369,Book,Business,28,Main
I003370,Book,STEM,28,Main
I003371,Book,Business,28,Main
I003372,Book,HSS,28,Main
I003373,Book,HSS,28,Main
I003374,Book,Medicine,28,Main
I003375,DVD,HSS,7,Main
I003376,Book,HSS,28,Main
I003377,Book,Law,28,Main
I003378,Book,STEM,28,Main
I003379,Book,Medicine,28,Main
I003380,Book,HSS,28,Main
I003381,Book,HSS,28,Main
I003382,Book,HSS,28,Main
I003383,Book,STEM,28,Main
I003384,Book,STEM,28,Main
I003385,Book,STEM,28,Main
I003386,DVD,Medicine,7,Main
I003387,Book,Arts,28,Main
I003388,Book,HSS,28,Main
I003389,Book,STEM,28,Main
I003390,Book,STEM,28,Main
I003391,Book,Arts,28,Main
I003392,Laptop,Arts,3,Main
I003393,Laptop,HSS,3,Main
I003394,Book,Business,28,Main
I003395,Laptop,STEM,3,Main
I003396,CourseReserve,HSS,1,Main
I003397,DVD,HSS,7,Main
I003398,DVD,STEM,7,Main
I003399,Book,STEM,28,Main
I003400,Book,HSS,28,Main
I003401,Book,Law,28,Main
I003402,Book,HSS,28,Main
I003403,CourseReserve,STEM,1,Main
I003404,Book,HSS,28,Main
I003405,Book,HSS,28,Main
I003406,DVD,STEM,7,Main
I003407,DVD,HSS,7,Main
I003408,CourseReserve,STEM,1,Main
I003409,Book,HSS,28,Main
I003410,Book,STEM,28,Main
I003411,Book,HSS,28,Main
I003412,Book,Law,28,Main
I003413,Book,Business,28,Main
