hold_id,request_dt,item_id,patron_id,pickup_location,collection,status,wait_days,fulfill_dt
H0003393,2024-10-25,I004496,P001190,Main,Book,fulfilled,4.0,2024-10-29 00:00:00
H0003394,2025-11-02,I000141,P002383,Main,CourseReserve,expired,5.9,
H0003396,2025-02-26,I001121,P000336,Main,Laptop,fulfilled,4.8,2025-03-02 19:12:00
H0003397,2024-09-16,I004272,P002176,Main,CourseReserve,fulfilled,3.6,2024-09-19 14:24:00
H0003399,2025-04-08,I001662,P002086,Main,Book,fulfilled,5.0,2025-04-13 00:00:00
H0003400,2025-04-24,I002155,P001665,Main,Book,cancelled,4.0,
H0003401,2025-07-11,I003764,P001740,Main,Book,fulfilled,5.2,2025-07-16 04:48:00
H0003402,2024-11-26,I004905,P000501,Main,CourseReserve,fulfilled,5.7,2024-12-01 16:48:00
H0003403,2025-11-13,I001634,P002524,Main,DVD,pending,5.7,
H0003404,2024-05-31,I002236,P000627,Main,Book,fulfilled,10.7,2024-06-10 16:48:00
H0003405,2024-09-21,I000185,P002382,Main,Book,fulfilled,7.0,2024-09-28 00:00:00
H0003407,2024-02-07,I001090,P001731,Main,Book,fulfilled,4.6,2024-02-11 14:24:00
H0003409,2024-10-24,I002729,P002875,Main,Book,fulfilled,5.3,2024-10-29 07:12:00
H0003412,2025-11-14,I001487,P001258,Main,Book,cancelled,8.5,
H0003414,2025-03-01,I004366,P000376,Main,Book,fulfilled,5.8,2025-03-06 19:12:00
H0003415,2024-05-05,I003642,P001522,Main,Laptop,fulfilled,9.4,2024-05-14 09:36:00
H0003417,2024-08-24,I003495,P002841,Main,Book,fulfilled,7.8,2024-08-31 19:12:00
H0003418,2024-08-31,I004515,P002792,Main,Book,fulfilled,5.6,2024-09-05 14:24:00
H0003419,2024-01-27,I003939,P002439,Main,Book,pending,5.4,
H0003424,2025-11-30,I003469,P001763,Main,DVD,fulfilled,6.7,2025-12-06 16:48:00
H0003427,2025-12-01,I005110,P000616,Main,CourseReserve,fulfilled,4.5,2025-12-05 12:00:00
H0003428,2025-09-07,I001796,P000804,Main,Book,fulfilled,8.2,2025-09-15 04:48:00
H0003429,2025-09-25,I004263,P000091,Main,Book,fulfilled,9.2,2025-10-04 04:48:00
H0003431,2025-06-26,I005666,P000480,Main,DVD,fulfilled,1.8,2025-06-27 19:12:00
H0003435,2025-02-07,I005423,P000919,Main,CourseReserve,pending,4.6,
H0003439,2025-01-01,I003763,P002477,Main,Book,fulfilled,4.0,2025-01-05 00:00:00
H0003440,2025-04-25,I005127,P002286,Main,Book,fulfilled,5.5,2025-04-30 12:00:00
H0003441,2024-03-24,I000486,P002376,Main,Laptop,fulfilled,10.1,2024-04-03 02:24:00
H0003442,2024-09-16,I001062,P000587,Main,CourseReserve,fulfilled,6.6,2024-09-22 14:24:00
H0003444,2024-05-20,I004451,P000767,Main,Book,fulfilled,5.8,2024-05-25 19:12:00
H0003445,2024-01-03,I001061,P002100,Main,DVD,fulfilled,6.7,2024-01-09 16:48:00
H0003446,2024-12-19,I005305,P002720,Main,Book,fulfilled,7.4,2024-12-26 09:36:00
H0003448,2025-04-04,I005037,P001363,Main,Book,fulfilled,5.2,2025-04-09 04:48:00
H0003449,2025-06-21,I004734,P000197,Main,CourseReserve,expired,5.6,
H0003451,2024-09-28,I001470,P000303,Main,DVD,fulfilled,7.5,2024-10-05 12:00:00
H0003452,2025-01-10,I002045,P002206,Main,DVD,fulfilled,5.8,2025-01-15 19:12:00
H0003453,2024-05-17,I005701,P000964,Main,Book,fulfilled,7.8,2024-05-24 19:12:00
H0003454,2025-11-22,I004842,P000956,Main,CourseReserve,pending,7.2,
H0003455,2025-02-03,I001339,P000451,Main,Book,fulfilled,4.5,2025-02-07 12:00:00
H0003457,2025-10-13,I002488,P000509,Main,DVD,fulfilled,5.7,2025-10-18 16:48:00
H0003458,2025-08-02,I001777,P000142,Main,Book,fulfilled,2.8,2025-08-04 19:12:00
H0003459,2025-09-20,I004142,P000468,Main,Book,fulfilled,5.1,2025-09-25 02:24:00
H0003460,2024-12-27,I000833,P001058,Main,Book,fulfilled,6.9,2025-01-02 21:36:00
H0003461,2024-02-28,I002350,P002262,Main,Book,expired,3.0,
H0003462,2025-06-28,I000751,P002636,Main,Book,fulfilled,2.1,2025-06-30 02:24:00
H0003464,2025-10-06,I004208,P001372,Main,Book,pending,4.5,
H0003467,2024-08-04,I005991,P000516,Main,Book,fulfilled,4.6,2024-08-08 14:24:00
H0003473,2024-01-28,I001126,P002865,Main,Book,fulfilled,6.8,2024-02-03 19:12:00
H0003474,2025-01-09,I001371,P001142,Main,CourseReserve,fulfilled,8.5,2025-01-17 12:00:00
H0003475,2025-09-05,I001014,P001933,Main,Book,cancelled,4.8,
H0003476,2025-03-17,I004351,P002390,Main,DVD,fulfilled,6.0,2025-03-23 00:00:00
H0003478,2024-04-02,I005606,P000241,Main,Book,expired,1.6,
H0003480,2025-04-19,I000558,P000671,Main,Book,fulfilled,3.5,2025-04-22 12:00:00
H0003481,2024-03-13,I003400,P002149,Main,Book,expired,8.5,
H0003483,2024-02-29,I001005,P000763,Main,DVD,fulfilled,6.2,2024-03-06 04:48:00
H0003485,2024-10-20,I003085,P000841,Main,Book,fulfilled,3.0,2024-10-23 00:00:00
H0003488,2025-03-22,I004673,P000366,Main,Book,fulfilled,3.1,2025-03-25 02:24:00
H0003489,2024-08-22,I003574,P000046,Main,CourseReserve,fulfilled,4.1,2024-08-26 02:24:00
H0003490,2024-11-26,I002626,P000912,Main,CourseReserve,fulfilled,9.6,2024-12-05 14:24:00
H0003494,2025-03-02,I004984,P002434,Main,DVD,fulfilled,5.2,2025-03-07 04:48:00
H0003496,2025-12-19,I003529,P000381,Main,CourseReserve,fulfilled,6.8,2025-12-25 19:12:00
H0003497,2025-07-31,I000196,P000587,Main,Book,fulfilled,2.4,2025-08-02 09:36:00
H0003499,2024-12-15,I003290,P001325,Main,Book,fulfilled,8.8,2024-12-23 19:12:00
H0003500,2025-07-04,I002537,P000619,Main,Book,fulfilled,1.1,2025-07-05 02:24:00
H0003501,2025-01-07,I005680,P002907,Main,Book,expired,2.1,
H0003502,2024-07-19,I002875,P001345,Main,DVD,fulfilled,7.8,2024-07-26 19:12:00
H0003504,2024-10-03,I003297,P002310,Main,Book,fulfilled,2.0,2024-10-05 00:00:00
H0003511,2025-11-18,I002314,P000932,Main,Book,expired,6.3,
H0003512,2024-03-14,I000371,P002936,Main,Book,fulfilled,2.6,2024-03-16 14:24:00
H0003515,2025-03-05,I003895,P001214,Main,Book,fulfilled,3.4,2025-03-08 09:36:00
H0003517,2025-03-17,I000022,P001484,Main,Book,fulfilled,4.2,2025-03-21 04:48:00
H0003518,2025-01-30,I005721,P000610,Main,Book,fulfilled,3.9,2025-02-02 21:36:00
H0003523,2024-04-22,I003789,P000700,Main,Book,cancelled,14.0,
H0003524,2024-09-20,I000388,P001797,Main,Book,expired,8.0,
H0003525,2025-06-20,I005596,P000963,Main,Book,fulfilled,7.6,2025-06-27 14:24:00
H0003526,2024-12-03,I005060,P002715,Main,Book,fulfilled,7.1,2024-12-10 02:24:00
H0003527,2025-02-04,I001597,P000580,Main,Book,fulfilled,6.1,2025-02-10 02:24:00
H0003530,2024-11-05,I000291,P001375,Main,Book,fulfilled,5.8,2024-11-10 19:12:00
H0003532,2025-12-13,I003655,P001286,Main,Book,fulfilled,14.0,2025-12-27 00:00:00
H0003535,2024-10-18,I003051,P000263,Main,Book,pending,5.8,
H0003536,2024-04-27,I000349,P001918,Main,Book,fulfilled,3.5,2024-04-30 12:00:00
H0003537,2025-05-20,I002781,P000790,Main,Book,fulfilled,6.2,2025-05-26 04:48:00
H0003538,2025-03-13,I005597,P000684,Main,Book,fulfilled,3.5,2025-03-16 12:00:00
H0003539,2025-11-01,I001003,P002139,Main,DVD,fulfilled,5.0,2025-11-06 00:00:00
H0003540,2025-01-10,I001787,P001566,Main,Book,cancelled,5.4,
H0003541,2025-10-14,I000605,P002172,Main,Book,cancelled,1.5,
H0003542,2025-07-06,I001239,P002150,Main,CourseReserve,fulfilled,3.8,2025-07-09 19:12:00
H0003543,2025-09-16,I004648,P000180,Main,Book,fulfilled,5.7,2025-09-21 16:48:00
H0003544,2024-10-08,I000176,P000458,Main,Book,fulfilled,5.7,2024-10-13 16:48:00
H0003545,2024-01-04,I003292,P000285,Main,DVD,cancelled,9.7,
H0003546,2025-11-25,I003078,P000123,Main,Book,fulfilled,12.6,2025-12-07 14:24:00
H0003547,2024-09-20,I004793,P001717,Main,Book,fulfilled,6.0,2024-09-26 00:00:00
H0003548,2024-12-13,I002782,P000336,Main,DVD,cancelled,5.3,
H0003549,2025-10-11,I000388,P002940,Main,Book,fulfilled,2.7,2025-10-13 16:48:00
H0003551,2024-07-21,I005327,P002442,Main,Book,fulfilled,2.0,2024-07-23 00:00:00
H0003553,2025-02-03,I003372,P002847,Main,Book,pending,7.6,
H0003555,2024-01-29,I003310,P001921,Main,Book,fulfilled,4.3,2024-02-02 07:12:00
H0003557,2024-10-06,I003001,P001986,Main,Book,fulfilled,3.5,2024-10-09 12:00:00
H0003558,2025-07-01,I000932,P000950,Main,DVD,fulfilled,5.7,2025-07-06 16:48:00
H0003559,2024-01-21,I005432,P002001,Main,Book,fulfilled,6.5,2024-01-27 12:00:00
H0003560,2024-05-02,I003772,P002412,Main,Laptop,fulfilled,3.7,2024-05-05 16:48:00
H0003562,2025-11-07,I000403,P002353,Main,Book,fulfilled,7.0,2025-11-14 00:00:00
H0003565,2024-12-09,I005828,P000257,Main,Book,fulfilled,3.5,2024-12-12 12:00:00
H0003566,2025-04-01,I004119,P001155,Main,Book,pending,15.8,
H0003567,2024-07-06,I004461,P001227,Main,Book,fulfilled,7.1,2024-07-13 02:24:00
H0003569,2025-11-06,I002966,P001404,Main,Book,fulfilled,10.6,2025-11-16 14:24:00
H0003571,2024-11-17,I003641,P000937,Main,Book,fulfilled,7.9,2024-11-24 21:36:00
H0003575,2024-02-13,I001448,P002808,Main,DVD,fulfilled,8.7,2024-02-21 16:48:00
H0003576,2024-02-04,I004576,P000104,Main,Book,expired,7.5,
H0003577,2024-01-12,I002468,P002395,Main,Book,cancelled,6.6,
H0003578,2025-09-02,I002651,P000319,Main,Book,fulfilled,5.6,2025-09-07 14:24:00
H0003579,2024-05-27,I001194,P002070,Main,Book,expired,4.0,
H0003581,2024-12-14,I002051,P002935,Main,Book,cancelled,7.7,
H0003582,2024-12-07,I000527,P000124,Main,Book,pending,7.0,
H0003585,2025-10-12,I003687,P001510,Main,CourseReserve,fulfilled,4.8,2025-10-16 19:12:00
H0003587,2025-04-16,I004433,P000666,Main,Book,cancelled,6.7,
H0003588,2024-03-20,I004094,P000731,Main,CourseReserve,fulfilled,3.3,2024-03-23 07:12:00
H0003590,2025-08-04,I005981,P000281,Main,Book,fulfilled,4.8,2025-08-08 19:12:00
H0003591,2024-06-22,I003988,P001378,Main,Book,cancelled,1.3,
H0003592,2025-08-27,I003833,P000914,Main,DVD,expired,5.4,
H0003593,2024-11-17,I002747,P000764,Main,Book,fulfilled,4.8,2024-11-21 19:12:00
H0003594,2025-11-17,I002930,P000983,Main,Book,pending,3.9,
H0003595,2024-08-21,I001813,P002808,Main,Book,cancelled,3.7,
H0003596,2025-01-04,I005171,P000304,Main,Book,cancelled,3.2,
H0003597,2025-09-06,I002776,P000319,Main,Book,fulfilled,3.9,2025-09-09 21:36:00
H0003598,2025-01-14,I000678,P001945,Main,Book,fulfilled,7.7,2025-01-21 16:48:00
H0003599,2024-05-09,I004793,P000227,Main,Book,fulfilled,3.5,2024-05-12 12:00:00
H0003600,2024-03-16,I005652,P002447,Main,Book,fulfilled,11.5,2024-03-27 12:00:00
H0003601,2024-06-15,I000342,P000947,Main,Book,fulfilled,4.2,2024-06-19 04:48:00
H0003604,2024-08-18,I002594,P000319,Main,Book,fulfilled,3.2,2024-08-21 04:48:00
H0003605,2024-11-23,I000717,P001597,Main,DVD,pending,7.0,
H0003606,2025-02-09,I005333,P000387,Main,Book,fulfilled,4.6,2025-02-13 14:24:00
H0003609,2025-07-26,I001641,P000428,Main,Book,fulfilled,2.5,2025-07-28 12:00:00
H0003611,2024-02-10,I004621,P000019,Main,DVD,pending,5.9,
H0003612,2024-10-27,I000543,P002029,Main,Book,cancelled,3.7,
H0003613,2024-12-12,I000057,P002834,Main,Book,fulfilled,4.5,2024-12-16 12:00:00
H0003614,2024-09-17,I005512,P001662,Main,CourseReserve,cancelled,6.6,
H0003615,2025-07-08,I005069,P001340,Main,CourseReserve,fulfilled,1.1,2025-07-09 02:24:00
H0003616,2024-02-17,I000272,P001206,Main,DVD,fulfilled,5.5,2024-02-22 12:00:00
H0003618,2025-01-26,I001139,P002845,Main,Book,fulfilled,6.6,2025-02-01 14:24:00
H0003623,2024-10-03,I004847,P002846,Main,CourseReserve,fulfilled,2.8,2024-10-05 19:12:00
H0003626,2025-09-15,I000748,P002893,Main,Book,fulfilled,1.5,2025-09-16 12:00:00
H0003628,2025-07-30,I005694,P001386,Main,Book,cancelled,1.9,
H0003629,2024-03-08,I003064,P001144,Main,Book,cancelled,2.6,
H0003633,2024-09-07,I003949,P001144,Main,Book,fulfilled,13.2,2024-09-20 04:48:00
H0003634,2025-10-18,I005903,P001302,Main,Book,expired,5.0,
H0003635,2024-07-14,I000340,P001128,Main,Book,fulfilled,2.5,2024-07-16 12:00:00
H0003636,2024-04-04,I005399,P002715,Main,Book,fulfilled,4.5,2024-04-08 12:00:00
H0003637,2025-04-20,I005299,P001359,Main,Book,fulfilled,7.1,2025-04-27 02:24:00
H0003638,2024-11-05,I002072,P000247,Main,Book,cancelled,5.2,
H0003640,2025-08-18,I001136,P002947,Main,Book,fulfilled,3.8,2025-08-21 19:12:00
H0003641,2025-05-14,I000770,P001803,Main,DVD,fulfilled,3.3,2025-05-17 07:12:00
H0003642,2024-06-15,I003570,P001901,Main,DVD,expired,7.7,
H0003643,2025-05-17,I001452,P001612,Main,Book,fulfilled,3.5,2025-05-20 12:00:00
H0003645,2024-02-10,I005179,P001458,Main,Book,fulfilled,3.9,2024-02-13 21:36:00
H0003646,2024-05-15,I004568,P000391,Main,Book,fulfilled,4.1,2024-05-19 02:24:00
H0003647,2024-08-09,I002828,P000668,Main,Book,pending,6.8,
H0003648,2025-08-28,I002533,P000906,Main,Book,fulfilled,8.6,2025-09-05 14:24:00
H0003651,2025-11-04,I000540,P000198,Main,Book,fulfilled,5.6,2025-11-09 14:24:00
H0003652,2024-03-29,I005130,P001372,Main,DVD,pending,6.9,
H0003653,2024-12-21,I002412,P000585,Main,Book,expired,4.7,
H0003654,2025-04-14,I003793,P002125,Main,Book,fulfilled,5.3,2025-04-19 07:12:00
H0003657,2024-08-27,I003936,P002380,Main,Book,fulfilled,4.4,2024-08-31 09:36:00
H0003658,2024-11-23,I000970,P001841,Main,Book,fulfilled,5.6,2024-11-28 14:24:00
H0003659,2025-07-01,I000515,P000749,Main,Book,fulfilled,6.2,2025-07-07 04:48:00
H0003661,2025-06-02,I003848,P000860,Main,Book,expired,5.5,
H0003663,2025-05-04,I005521,P000790,Main,DVD,fulfilled,3.5,2025-05-07 12:00:00
H0003665,2025-06-15,I001767,P002272,Main,Book,fulfilled,3.8,2025-06-18 19:12:00
H0003666,2024-12-12,I004916,P000432,Main,Laptop,pending,11.9,
H0003667,2025-07-23,I000737,P002676,Main,Book,cancelled,3.6,
H0003670,2024-09-29,I004404,P000957,Main,Book,fulfilled,4.0,2024-10-03 00:00:00
H0003672,2024-05-25,I000385,P000442,Main,Book,expired,2.4,
H0003673,2025-01-29,I000380,P002437,Main,Book,cancelled,5.3,
H0003674,2024-12-18,I003137,P001402,Main,Book,expired,7.1,
H0003676,2024-01-13,I001348,P002875,Main,Book,fulfilled,8.6,2024-01-21 14:24:00
H0003677,2024-10-15,I003141,P001071,Main,Book,fulfilled,5.1,2024-10-20 02:24:00
H0003678,2024-11-02,I003108,P002605,Main,Book,fulfilled,6.4,2024-11-08 09:36:00
H0003679,2024-08-07,I002480,P002914,Main,DVD,fulfilled,2.9,2024-08-09 21:36:00
H0003681,2025-03-20,I003495,P000038,Main,Book,fulfilled,4.9,2025-03-24 21:36:00
H0003683,2024-05-15,I002662,P001116,Main,Laptop,fulfilled,5.4,2024-05-20 09:36:00
H0003684,2025-02-14,I000558,P002522,Main,Book,fulfilled,3.3,2025-02-17 07:12:00
H0003685,2025-08-25,I004723,P000039,Main,Book,cancelled,2.9,
H0003686,2025-01-23,I003411,P001064,Main,Book,fulfilled,7.5,2025-01-30 12:00:00
H0003689,2024-02-20,I002351,P001066,Main,Book,fulfilled,7.1,2024-02-27 02:24:00
H0003690,2025-03-06,I002298,P001224,Main,Book,fulfilled,4.5,2025-03-10 12:00:00
H0003691,2024-12-26,I000212,P001610,Main,Book,fulfilled,5.4,2024-12-31 09:36:00
H0003692,2024-06-15,I001534,P001862,Main,Book,fulfilled,6.9,2024-06-21 21:36:00
H0003693,2024-08-24,I005309,P000434,Main,Laptop,fulfilled,5.7,2024-08-29 16:48:00
H0003695,2024-09-17,I003195,P002205,Main,Book,fulfilled,3.1,2024-09-20 02:24:00
H0003696,2025-12-30,I003504,P000394,Main,Book,expired,7.0,
H0003697,2025-01-10,I001135,P000753,Main,Book,fulfilled,5.9,2025-01-15 21:36:00
H0003698,2024-11-01,I001566,P002611,Main,Book,fulfilled,5.3,2024-11-06 07:12:00
H0003699,2025-03-18,I005541,P000077,Main,Book,fulfilled,3.6,2025-03-21 14:24:00
H0003700,2024-08-13,I005744,P002441,Main,CourseReserve,fulfilled,7.2,2024-08-20 04:48:00
H0003703,2024-02-23,I000736,P000733,Main,DVD,fulfilled,4.1,2024-02-27 02:24:00
H0003706,2025-02-02,I003642,P001406,Main,Laptop,cancelled,7.4,
H0003707,2024-10-18,I002218,P001556,Main,Book,fulfilled,6.1,2024-10-24 02:24:00
H0003709,2024-12-02,I003214,P001246,Main,Book,expired,5.3,
H0003711,2024-01-06,I003033,P002693,Main,Book,fulfilled,9.4,2024-01-15 09:36:00
H0003715,2024-04-24,I005691,P002205,Main,Book,fulfilled,2.7,2024-04-26 16:48:00
H0003718,2025-12-11,I001402,P000211,Main,Book,fulfilled,5.9,2025-12-16 21:36:00
H0003719,2024-07-01,I001097,P000125,Main,Book,cancelled,4.3,
H0003721,2025-08-02,I000883,P001934,Main,Book,fulfilled,3.0,2025-08-05 00:00:00
H0003722,2024-01-26,I003483,P001909,Main,Book,fulfilled,5.5,2024-01-31 12:00:00
H0003723,2025-08-08,I003213,P000127,Main,Book,cancelled,8.3,
H0003725,2024-08-23,I005418,P002331,Main,Book,cancelled,4.0,
H0003727,2024-03-15,I000222,P001961,Main,Book,fulfilled,5.0,2024-03-20 00:00:00
H0003730,2025-08-22,I003510,P000810,Main,Book,cancelled,5.0,
H0003731,2025-12-23,I002499,P002415,Main,CourseReserve,fulfilled,4.0,2025-12-27 00:00:00
H0003732,2024-06-10,I001107,P000996,Main,Book,cancelled,3.8,
H0003735,2024-12-09,I000072,P002109,Main,Book,fulfilled,8.0,2024-12-17 00:00:00
H0003736,2024-11-03,I005527,P000407,Main,Book,expired,6.0,
H0003738,2025-05-05,I000812,P001702,Main,DVD,fulfilled,7.6,2025-05-12 14:24:00
H0003739,2024-06-28,I002915,P002982,Main,Book,cancelled,2.4,
H0003740,2025-03-13,I001022,P000419,Main,Book,fulfilled,3.6,2025-03-16 14:24:00
H0003742,2025-12-30,I004309,P000754,Main,DVD,fulfilled,3.6,2026-01-02 14:24:00
H0003743,2024-10-04,I003479,P001441,Main,Book,fulfilled,9.4,2024-10-13 09:36:00
H0003744,2025-03-24,I003681,P002885,Main,Book,fulfilled,6.1,2025-03-30 02:24:00
H0003746,2025-11-14,I000198,P001883,Main,Laptop,cancelled,4.9,
H0003749,2025-04-27,I000653,P001578,Main,Book,fulfilled,10.3,2025-05-07 07:12:00
H0003750,2024-10-25,I000076,P000151,Main,Book,fulfilled,7.2,2024-11-01 04:48:00
H0003751,2024-06-06,I004551,P001562,Main,CourseReserve,fulfilled,8.3,2024-06-14 07:12:00
H0003752,2025-08-29,I003855,P001194,Main,Book,fulfilled,5.0,2025-09-03 00:00:00
H0003753,2025-08-01,I003902,P002052,Main,Book,cancelled,13.6,
H0003754,2025-07-09,I002246,P002307,Main,Book,fulfilled,1.1,2025-07-10 02:24:00
H0003756,2025-01-14,I004027,P000347,Main,Book,fulfilled,5.3,2025-01-19 07:12:00
H0003757,2025-10-14,I005314,P002788,Main,CourseReserve,fulfilled,4.0,2025-10-18 00:00:00
H0003758,2025-05-20,I005687,P001428,Main,Book,fulfilled,5.1,2025-05-25 02:24:00
H0003759,2024-12-26,I003994,P002543,Main,Book,fulfilled,2.7,2024-12-28 16:48:00
H0003761,2025-03-27,I002132,P001653,Main,Book,fulfilled,4.2,2025-03-31 04:48:00
H0003762,2025-08-03,I004480,P001095,Main,Book,fulfilled,4.0,2025-08-07 00:00:00
H0003763,2025-11-06,I003476,P000170,Main,DVD,cancelled,8.8,
H0003767,2024-01-13,I002880,P002040,Main,Book,pending,7.1,
H0003768,2025-04-21,I003579,P001316,Main,Book,fulfilled,3.4,2025-04-24 09:36:00
H0003769,2025-09-25,I003864,P002302,Main,Book,cancelled,3.7,
H0003774,2024-05-20,I004785,P000371,Main,Book,cancelled,2.2,
H0003776,2024-08-21,I003114,P000563,Main,Book,fulfilled,4.7,2024-08-25 16:48:00
H0003777,2024-01-06,I004352,P000092,Main,Book,fulfilled,4.7,2024-01-10 16:48:00
H0003778,2024-04-05,I000056,P002260,Main,CourseReserve,fulfilled,6.5,2024-04-11 12:00:00
H0003780,2024-06-26,I000438,P002148,Main,DVD,fulfilled,1.8,2024-06-27 19:12:00
H0003781,2024-11-08,I005311,P001843,Main,Book,fulfilled,7.3,2024-11-15 07:12:00
H0003783,2024-02-11,I005350,P000837,Main,Book,cancelled,12.9,
H0003785,2024-04-25,I002567,P002594,Main,Book,fulfilled,7.6,2024-05-02 14:24:00
H0003787,2024-12-15,I002499,P000099,Main,CourseReserve,fulfilled,4.1,2024-12-19 02:24:00
H0003789,2024-12-28,I004958,P002073,Main,Book,fulfilled,4.6,2025-01-01 14:24:00
H0003793,2025-03-06,I002384,P002039,Main,Book,fulfilled,4.3,2025-03-10 07:12:00
H0003794,2025-11-13,I004096,P001400,Main,Book,fulfilled,5.0,2025-11-18 00:00:00
H0003796,2024-12-19,I004187,P000266,Main,Book,fulfilled,6.2,2024-12-25 04:48:00
H0003798,2025-02-04,I005810,P002105,Main,Book,expired,5.2,
H0003800,2025-05-04,I001101,P001439,Main,Book,fulfilled,6.9,2025-05-10 21:36:00
H0003802,2024-10-09,I002254,P000136,Main,DVD,fulfilled,4.3,2024-10-13 07:12:00
H0003803,2025-10-29,I001822,P001755,Main,Book,expired,5.3,
H0003804,2025-08-15,I002625,P000654,Main,Book,cancelled,3.7,
H0003806,2024-10-14,I002810,P002359,Main,Book,fulfilled,7.1,2024-10-21 02:24:00
H0003807,2025-06-13,I001538,P001731,Main,Book,fulfilled,4.6,2025-06-17 14:24:00
H0003808,2024-12-14,I005134,P002836,Main,Book,fulfilled,5.1,2024-12-19 02:24:00
H0003811,2024-05-14,I003507,P001981,Main,CourseReserve,fulfilled,4.8,2024-05-18 19:12:00
H0003813,2024-11-02,I002346,P000387,Main,Book,fulfilled,2.7,2024-11-04 16:48:00
H0003816,2024-10-26,I004923,P002882,Main,Book,fulfilled,4.5,2024-10-30 12:00:00
H0003817,2024-10-03,I004324,P000367,Main,Book,fulfilled,5.0,2024-10-08 00:00:00
H0003818,2025-09-03,I000470,P001745,Main,CourseReserve,fulfilled,6.0,2025-09-09 00:00:00
H0003821,2024-01-13,I000786,P002600,Main,Laptop,fulfilled,4.2,2024-01-17 04:48:00
H0003822,2024-05-05,I002097,P002180,Main,Book,fulfilled,4.9,2024-05-09 21:36:00
H0003823,2024-09-27,I005512,P000253,Main,CourseReserve,fulfilled,5.3,2024-10-02 07:12:00
H0003824,2024-10-20,I004518,P001321,Main,Laptop,fulfilled,6.3,2024-10-26 07:12:00
H0003825,2024-02-03,I003184,P000488,Main,Book,fulfilled,5.6,2024-02-08 14:24:00
H0003826,2024-09-25,I002316,P001201,Main,Book,fulfilled,4.6,2024-09-29 14:24:00
H0003827,2024-12-11,I002266,P002767,Main,Book,fulfilled,5.4,2024-12-16 09:36:00
H0003830,2024-08-28,I001012,P000079,Main,CourseReserve,pending,8.5,
H0003831,2025-10-12,I000585,P002953,Main,Book,fulfilled,4.4,2025-10-16 09:36:00
H0003833,2024-05-12,I001968,P000039,Main,Book,fulfilled,3.6,2024-05-15 14:24:00
H0003834,2025-02-21,I002023,P002518,Main,CourseReserve,fulfilled,4.5,2025-02-25 12:00:00
H0003836,2025-04-11,I002843,P001261,Main,Laptop,fulfilled,6.3,2025-04-17 07:12:00
H0003837,2025-12-18,I002277,P001816,Main,Book,cancelled,3.8,
H0003838,2025-11-06,I001894,P002750,Main,Book,fulfilled,4.9,2025-11-10 21:36:00
H0003839,2024-01-08,I003087,P001106,Main,Book,fulfilled,5.4,2024-01-13 09:36:00
H0003843,2024-09-11,I004299,P001977,Main,Book,fulfilled,8.2,2024-09-19 04:48:00
H0003846,2024-11-13,I003278,P001209,Main,Book,expired,8.0,
H0003847,2025-10-19,I003944,P002553,Main,Book,cancelled,5.4,
H0003848,2025-10-16,I003477,P000861,Main,CourseReserve,fulfilled,5.5,2025-10-21 12:00:00
H0003850,2024-02-19,I002822,P002493,Main,Book,fulfilled,6.7,2024-02-25 16:48:00
H0003851,2024-04-14,I005827,P000440,Main,Book,fulfilled,7.5,2024-04-21 12:00:00
H0003852,2024-12-14,I004530,P001508,Main,Book,pending,2.4,
H0003853,2024-11-23,I000755,P002088,Main,Book,fulfilled,3.4,2024-11-26 09:36:00
H0003854,2025-12-04,I002504,P000911,Main,CourseReserve,cancelled,5.3,
H0003855,2024-01-02,I000368,P000764,Main,Laptop,fulfilled,5.7,2024-01-07 16:48:00
H0003856,2025-12-20,I000563,P001644,Main,Book,fulfilled,9.8,2025-12-29 19:12:00
H0003857,2024-04-20,I005959,P001988,Main,Book,fulfilled,3.4,2024-04-23 09:36:00
H0003860,2024-08-12,I001924,P000792,Main,Book,fulfilled,3.2,2024-08-15 04:48:00
H0003861,2024-05-29,I000302,P002385,Main,Book,pending,6.8,
H0003863,2024-11-12,I002689,P002923,Main,Book,expired,11.1,
H0003864,2025-01-20,I002018,P000460,Main,Laptop,fulfilled,3.6,2025-01-23 14:24:00
H0003868,2025-12-10,I000452,P001487,Main,Book,expired,3.8,
H0003870,2024-03-02,I002954,P000666,Main,Book,expired,3.9,
H0003871,2024-02-09,I001961,P000879,Main,Book,cancelled,7.0,
H0003872,2024-01-18,I004315,P001270,Main,CourseReserve,fulfilled,4.4,2024-01-22 09:36:00
H0003874,2024-01-03,I004987,P000767,Main,Book,fulfilled,6.8,2024-01-09 19:12:00
H0003876,2025-05-02,I001094,P002538,Main,Book,pending,7.6,
H0003877,2025-11-25,I002084,P000011,Main,Laptop,fulfilled,5.9,2025-11-30 21:36:00
H0003878,2024-10-15,I000779,P001563,Main,Book,pending,6.0,
H0003879,2024-09-24,I005497,P001943,Main,Book,fulfilled,4.2,2024-09-28 04:48:00
H0003880,2025-04-08,I002136,P001575,Main,Laptop,cancelled,11.9,
H0003881,2024-11-25,I000863,P000095,Main,Book,fulfilled,8.4,2024-12-03 09:36:00
H0003882,2025-02-01,I000300,P000845,Main,Book,fulfilled,4.4,2025-02-05 09:36:00
H0003884,2024-11-06,I000201,P000810,Main,Book,cancelled,4.2,
H0003885,2024-04-09,I004866,P000740,Main,Book,fulfilled,6.4,2024-04-15 09:36:00
